Making moving in cities easier – The Untangling People Flow consortium has received millions in funding,Anna Humalamäki,Technologies,11-12-2023,https://www.helsinki.fi/en/news/human-centric-technology/making-moving-cities-easier-untangling-people-flow-consortium-has-received-millions-funding
Making moving in cities easier – The Untangling People Flow consortium has received millions in funding,Anna Humalamäki,Innovations,11-12-2023,https://www.helsinki.fi/en/news/human-centric-technology/making-moving-cities-easier-untangling-people-flow-consortium-has-received-millions-funding
